DateID,Start_date,Start_year,Start_month,Start_weekday,Start_day,End_date,End_year,End_month,End_weekday,End_day
DA611,2022-07-30,2022,7,5,30,2022-07-31,2022,7,6,31
DA612,2022-08-03,2022,8,2,3,2022-08-04,2022,8,3,4
DA613,2022-07-26,2022,7,1,26,2022-08-07,2022,8,6,7
DA614,2022-08-04,2022,8,3,4,2022-08-04,2022,8,3,4
DA615,2022-04-05,2022,4,1,5,2022-08-10,2022,8,2,10
DA616,2022-08-11,2022,8,3,11,2022-08-12,2022,8,4,12
DA617,2022-08-13,2022,8,5,13,2022-08-14,2022,8,6,14
DA618,2022-08-16,2022,8,1,16,2022-08-19,2022,8,4,19
DA619,2022-08-16,2022,8,1,16,2022-08-17,2022,8,2,17
DA620,2022-08-11,2022,8,3,11,2022-08-14,2022,8,6,14
DA621,2022-08-15,2022,8,0,15,2022-08-16,2022,8,1,16
DA622,2022-08-17,2022,8,2,17,2022-08-23,2022,8,1,23
DA623,2022-08-19,2022,8,4,19,2022-08-30,2022,8,1,30
DA624,2022-08-30,2022,8,1,30,2022-09-01,2022,9,3,1
DA625,2022-08-26,2022,8,4,26,2022-09-01,2022,9,3,1
DA626,2022-07-30,2022,7,5,30,2022-08-26,2022,8,4,26
DA627,2022-08-26,2022,8,4,26,2022-09-04,2022,9,6,4
DA628,2022-08-10,2022,8,2,10,2022-09-05,2022,9,0,5
DA629,2022-09-06,2022,9,1,6,2022-09-07,2022,9,2,7
DA630,2022-09-05,2022,9,0,5,2022-09-11,2022,9,6,11
DA631,2022-05-19,2022,5,3,19,2022-09-08,2022,9,3,8
DA632,2022-09-12,2022,9,0,12,2022-09-13,2022,9,1,13
DA633,2022-09-15,2022,9,3,15,2022-09-15,2022,9,3,15
DA634,2022-09-08,2022,9,3,8,2022-09-14,2022,9,2,14
DA635,2022-09-18,2022,9,6,18,2022-09-19,2022,9,0,19
DA636,2022-03-22,2022,3,1,22,2022-09-24,2022,9,5,24
DA637,2022-09-20,2022,9,1,20,2022-09-26,2022,9,0,26
DA638,2022-09-22,2022,9,3,22,2022-09-27,2022,9,1,27
DA639,2022-09-10,2022,9,5,10,2022-09-10,2022,9,5,10
DA640,2022-09-28,2022,9,2,28,2022-09-28,2022,9,2,28
DA641,2022-09-28,2022,9,2,28,2022-09-29,2022,9,3,29
DA642,2022-09-01,2022,9,3,1,2022-10-01,2022,10,5,1
DA643,2022-09-23,2022,9,4,23,2022-09-29,2022,9,3,29
DA644,2022-09-30,2022,9,4,30,2022-10-01,2022,10,5,1
DA645,2022-10-02,2022,10,6,2,2022-10-07,2022,10,4,7
DA646,2022-09-22,2022,9,3,22,2022-10-05,2022,10,2,5
DA647,2022-09-21,2022,9,2,21,2022-10-05,2022,10,2,5
DA648,2022-10-05,2022,10,2,5,2022-10-09,2022,10,6,9
DA649,2022-10-03,2022,10,0,3,2022-10-11,2022,10,1,11
DA650,2022-10-11,2022,10,1,11,2022-10-11,2022,10,1,11
DA651,2022-10-12,2022,10,2,12,2022-10-12,2022,10,2,12
DA652,2022-09-30,2022,9,4,30,2022-10-15,2022,10,5,15
DA653,2022-10-10,2022,10,0,10,2022-10-13,2022,10,3,13
DA654,2022-10-17,2022,10,0,17,2022-10-17,2022,10,0,17
DA655,2022-10-14,2022,10,4,14,2022-10-16,2022,10,6,16
DA656,2022-07-12,2022,7,1,12,2022-10-10,2022,10,0,10
DA657,2022-10-20,2022,10,3,20,2022-10-21,2022,10,4,21
DA658,2022-10-16,2022,10,6,16,2022-10-21,2022,10,4,21
DA659,2022-09-19,2022,9,0,19,2022-09-20,2022,9,1,20
DA660,2022-10-12,2022,10,2,12,2022-10-25,2022,10,1,25
DA661,2022-10-04,2022,10,1,4,2022-10-26,2022,10,2,26
DA662,2022-10-17,2022,10,0,17,2022-10-26,2022,10,2,26
DA663,2022-10-20,2022,10,3,20,2022-10-26,2022,10,2,26
DA664,2022-10-19,2022,10,2,19,2022-10-31,2022,10,0,31
DA665,2022-10-24,2022,10,0,24,2022-10-30,2022,10,6,30
DA666,2022-10-08,2022,10,5,8,2022-10-31,2022,10,0,31
DA667,2022-11-01,2022,11,1,1,2022-11-02,2022,11,2,2
DA668,2022-11-04,2022,11,4,4,2022-11-05,2022,11,5,5
DA669,2022-10-25,2022,10,1,25,2022-11-03,2022,11,3,3
DA670,2022-10-28,2022,10,4,28,2022-10-29,2022,10,5,29
DA671,2022-10-09,2022,10,6,9,2022-10-10,2022,10,0,10
DA672,2022-11-04,2022,11,4,4,2022-11-10,2022,11,3,10
DA673,2022-10-06,2022,10,3,6,2022-11-08,2022,11,1,8
DA674,2022-11-07,2022,11,0,7,2022-11-08,2022,11,1,8
DA675,2022-11-11,2022,11,4,11,2022-11-19,2022,11,5,19
DA676,2022-11-22,2022,11,1,22,2022-11-29,2022,11,1,29
DA677,2022-11-05,2022,11,5,5,2022-11-20,2022,11,6,20
DA678,2022-11-17,2022,11,3,17,2022-11-25,2022,11,4,25
DA679,2022-11-16,2022,11,2,16,2022-11-17,2022,11,3,17
DA680,2022-11-20,2022,11,6,20,2022-11-29,2022,11,1,29
DA681,2022-11-24,2022,11,3,24,2022-12-01,2022,12,3,1
DA682,2022-11-26,2022,11,5,26,2022-11-30,2022,11,2,30
DA683,2022-12-04,2022,12,6,4,2022-12-09,2022,12,4,9
DA684,2022-11-01,2022,11,1,1,2022-12-01,2022,12,3,1
DA685,2022-09-22,2022,9,3,22,2022-12-20,2022,12,1,20
DA686,2022-11-29,2022,11,1,29,2022-12-12,2022,12,0,12
DA687,2022-12-15,2022,12,3,15,2023-01-10,2023,1,1,10
DA688,2022-12-24,2022,12,5,24,2023-01-10,2023,1,1,10
DA689,2022-12-16,2022,12,4,16,2022-12-20,2022,12,1,20
DA690,2023-01-11,2023,1,2,11,2023-01-15,2023,1,6,15
DA691,2023-01-15,2023,1,6,15,2023-01-15,2023,1,6,15
DA692,2023-01-10,2023,1,1,10,2023-01-11,2023,1,2,11
DA693,2023-01-05,2023,1,3,5,2023-01-17,2023,1,1,17
DA694,2022-12-15,2022,12,3,15,2022-12-15,2022,12,3,15
DA695,2023-01-16,2023,1,0,16,2023-01-21,2023,1,5,21
DA696,2022-10-26,2022,10,2,26,2023-01-26,2023,1,3,26
DA697,2023-01-23,2023,1,0,23,2023-01-29,2023,1,6,29
DA698,2023-01-18,2023,1,2,18,2023-01-21,2023,1,5,21
DA699,2022-12-30,2022,12,4,30,2023-01-30,2023,1,0,30
DA700,2022-11-11,2022,11,4,11,2023-01-30,2023,1,0,30
DA701,2022-11-01,2022,11,1,1,2023-02-01,2023,2,2,1
DA702,2023-01-30,2023,1,0,30,2023-01-31,2023,1,1,31
DA703,2023-01-25,2023,1,2,25,2023-02-01,2023,2,2,1
DA704,2022-10-07,2022,10,4,7,2023-02-07,2023,2,1,7
DA705,2022-11-17,2022,11,3,17,2023-02-08,2023,2,2,8
DA706,2022-10-18,2022,10,1,18,2023-02-11,2023,2,5,11
DA707,2023-01-30,2023,1,0,30,2023-02-14,2023,2,1,14
DA708,2023-03-01,2023,3,2,1,2023-03-01,2023,3,2,1
DA709,2023-02-15,2023,2,2,15,2023-02-15,2023,2,2,15
DA710,2023-01-30,2023,1,0,30,2023-02-15,2023,2,2,15
DA711,2023-02-13,2023,2,0,13,2023-02-14,2023,2,1,14
DA712,2023-02-15,2023,2,2,15,2023-02-18,2023,2,5,18
DA713,2023-02-07,2023,2,1,7,2023-02-25,2023,2,5,25
DA714,2023-02-24,2023,2,4,24,2023-02-24,2023,2,4,24
DA715,2023-03-15,2023,3,2,15,2023-03-19,2023,3,6,19
DA716,2023-03-14,2023,3,1,14,2023-03-18,2023,3,5,18
DA717,2023-03-13,2023,3,0,13,2023-03-20,2023,3,0,20
DA718,2023-02-16,2023,2,3,16,2023-03-01,2023,3,2,1
DA719,2023-03-17,2023,3,4,17,2023-03-22,2023,3,2,22
DA720,2023-02-14,2023,2,1,14,2023-03-21,2023,3,1,21
DA721,2023-03-23,2023,3,3,23,2023-03-24,2023,3,4,24
DA722,2023-03-21,2023,3,1,21,2023-03-22,2023,3,2,22
DA723,2023-03-22,2023,3,2,22,2023-03-23,2023,3,3,23
DA724,2022-06-24,2022,6,4,24,2023-03-23,2023,3,3,23
DA725,2023-03-30,2023,3,3,30,2023-03-31,2023,3,4,31
DA726,2023-04-04,2023,4,1,4,2023-04-05,2023,4,2,5
DA727,2023-03-27,2023,3,0,27,2023-03-30,2023,3,3,30
DA728,2023-04-03,2023,4,0,3,2023-04-06,2023,4,3,6
DA729,2023-03-29,2023,3,2,29,2023-03-30,2023,3,3,30
DA730,2023-03-30,2023,3,3,30,2023-04-01,2023,4,5,1
DA731,2023-04-05,2023,4,2,5,2023-04-08,2023,4,5,8
DA732,2023-03-31,2023,3,4,31,2023-04-09,2023,4,6,9
DA733,2023-04-09,2023,4,6,9,2023-04-09,2023,4,6,9
DA734,2023-04-05,2023,4,2,5,2023-04-11,2023,4,1,11
DA735,2023-04-14,2023,4,4,14,2023-04-15,2023,4,5,15
DA736,2023-03-30,2023,3,3,30,2023-04-11,2023,4,1,11
DA737,2023-04-10,2023,4,0,10,2023-04-11,2023,4,1,11
DA738,2023-04-17,2023,4,0,17,2023-04-18,2023,4,1,18
DA739,2023-04-04,2023,4,1,4,2023-04-12,2023,4,2,12
DA740,2023-04-18,2023,4,1,18,2023-04-19,2023,4,2,19
DA741,2023-04-21,2023,4,4,21,2023-04-28,2023,4,4,28
DA742,2023-04-24,2023,4,0,24,2023-04-26,2023,4,2,26
DA743,2023-05-04,2023,5,3,4,2023-05-08,2023,5,0,8
DA744,2023-04-11,2023,4,1,11,2023-05-01,2023,5,0,1
DA745,2023-04-04,2023,4,1,4,2023-04-08,2023,4,5,8
DA746,2023-04-18,2023,4,1,18,2023-05-03,2023,5,2,3
DA747,2023-04-14,2023,4,4,14,2023-04-18,2023,4,1,18
DA748,2023-04-25,2023,4,1,25,2023-05-08,2023,5,0,8
DA749,2023-04-14,2023,4,4,14,2023-04-30,2023,4,6,30
DA750,2023-04-25,2023,4,1,25,2023-04-28,2023,4,4,28
DA751,2023-03-31,2023,3,4,31,2023-05-10,2023,5,2,10
DA752,2023-05-10,2023,5,2,10,2023-05-14,2023,5,6,14
DA753,2023-05-05,2023,5,4,5,2023-05-10,2023,5,2,10
DA754,2023-05-09,2023,5,1,9,2023-05-13,2023,5,5,13
DA755,2023-04-26,2023,4,2,26,2023-05-02,2023,5,1,2
DA756,2023-05-02,2023,5,1,2,2023-05-15,2023,5,0,15
DA757,2023-04-28,2023,4,4,28,2023-05-10,2023,5,2,10
DA758,2023-05-08,2023,5,0,8,2023-05-11,2023,5,3,11
DA759,2023-05-09,2023,5,1,9,2023-05-15,2023,5,0,15
DA760,2023-05-05,2023,5,4,5,2023-05-15,2023,5,0,15
DA761,2023-05-09,2023,5,1,9,2023-05-23,2023,5,1,23
DA762,2023-05-18,2023,5,3,18,2023-05-24,2023,5,2,24
DA763,2023-05-19,2023,5,4,19,2023-05-24,2023,5,2,24
DA764,2023-05-25,2023,5,3,25,2023-05-28,2023,5,6,28
DA765,2023-05-23,2023,5,1,23,2023-05-27,2023,5,5,27
DA766,2023-05-22,2023,5,0,22,2023-05-30,2023,5,1,30
DA767,2023-05-24,2023,5,2,24,2023-05-30,2023,5,1,30
DA768,2023-03-01,2023,3,2,1,2023-06-02,2023,6,4,2
DA769,2023-06-01,2023,6,3,1,2023-06-03,2023,6,5,3
DA770,2023-05-30,2023,5,1,30,2023-05-30,2023,5,1,30
DA771,2023-05-31,2023,5,2,31,2023-06-03,2023,6,5,3
DA772,2023-06-05,2023,6,0,5,2023-06-07,2023,6,2,7
DA773,2023-05-11,2023,5,3,11,2023-06-04,2023,6,6,4
DA774,2023-06-12,2023,6,0,12,2023-06-13,2023,6,1,13
DA775,2023-06-05,2023,6,0,5,2023-06-08,2023,6,3,8
DA776,2023-05-10,2023,5,2,10,2023-05-24,2023,5,2,24
DA777,2023-06-08,2023,6,3,8,2023-06-11,2023,6,6,11
DA778,2023-06-15,2023,6,3,15,2023-06-23,2023,6,4,23
DA779,2023-06-09,2023,6,4,9,2023-06-15,2023,6,3,15
DA780,2023-06-08,2023,6,3,8,2023-06-15,2023,6,3,15
DA781,2023-06-12,2023,6,0,12,2023-06-16,2023,6,4,16
DA782,2018-02-26,2018,2,0,26,2018-02-28,2018,2,2,28
DA783,2018-02-22,2018,2,3,22,2018-02-22,2018,2,3,22
DA784,2018-01-23,2018,1,1,23,2018-02-28,2018,2,2,28
DA785,2018-02-23,2018,2,4,23,2018-02-23,2018,2,4,23
DA786,2018-01-25,2018,1,3,25,2018-02-25,2018,2,6,25
DA787,2018-02-17,2018,2,5,17,2018-02-28,2018,2,2,28
DA788,2018-02-22,2018,2,3,22,2018-02-28,2018,2,2,28
DA789,2018-01-22,2018,1,0,22,2018-02-28,2018,2,2,28
DA790,2018-02-07,2018,2,2,7,2018-02-28,2018,2,2,28
DA791,2018-01-15,2018,1,0,15,2018-02-28,2018,2,2,28
DA792,2018-02-28,2018,2,2,28,2018-03-01,2018,3,3,1
DA793,2017-11-27,2017,11,0,27,2018-03-01,2018,3,3,1
DA794,2018-03-01,2018,3,3,1,2018-03-01,2018,3,3,1
DA795,2018-02-06,2018,2,1,6,2018-03-01,2018,3,3,1
DA796,2018-03-03,2018,3,5,3,2018-03-04,2018,3,6,4
DA797,2017-12-05,2017,12,1,5,2018-03-01,2018,3,3,1
DA798,2017-12-24,2017,12,6,24,2018-02-28,2018,2,2,28
DA799,2018-03-05,2018,3,0,5,2018-03-05,2018,3,0,5
DA800,2018-02-28,2018,2,2,28,2018-03-05,2018,3,0,5
DA801,2018-03-12,2018,3,0,12,2018-03-12,2018,3,0,12
DA802,2018-02-18,2018,2,6,18,2018-03-13,2018,3,1,13
DA803,2018-02-15,2018,2,3,15,2018-03-15,2018,3,3,15
DA804,2018-03-05,2018,3,0,5,2018-03-09,2018,3,4,9
DA805,2018-03-20,2018,3,1,20,2018-03-20,2018,3,1,20
DA806,2018-02-28,2018,2,2,28,2018-02-28,2018,2,2,28
DA807,2018-02-28,2018,2,2,28,2018-03-06,2018,3,1,6
DA808,2018-03-16,2018,3,4,16,2018-03-17,2018,3,5,17
DA809,2018-02-09,2018,2,4,9,2018-03-16,2018,3,4,16
DA810,2018-02-24,2018,2,5,24,2018-03-17,2018,3,5,17
DA811,2018-02-19,2018,2,0,19,2018-03-22,2018,3,3,22
DA812,2018-02-20,2018,2,1,20,2018-03-22,2018,3,3,22
DA813,2018-02-28,2018,2,2,28,2018-03-25,2018,3,6,25
DA814,2018-03-27,2018,3,1,27,2018-03-27,2018,3,1,27
DA815,2018-03-01,2018,3,3,1,2018-03-21,2018,3,2,21
DA816,2018-02-22,2018,2,3,22,2018-03-22,2018,3,3,22
DA817,2018-03-16,2018,3,4,16,2018-03-22,2018,3,3,22
DA818,2018-03-24,2018,3,5,24,2018-03-28,2018,3,2,28
DA819,2018-02-15,2018,2,3,15,2018-03-29,2018,3,3,29
DA820,2018-02-20,2018,2,1,20,2018-03-29,2018,3,3,29
DA821,2018-03-28,2018,3,2,28,2018-04-04,2018,4,2,4
DA822,2018-03-05,2018,3,0,5,2018-03-31,2018,3,5,31
DA823,2018-03-10,2018,3,5,10,2018-04-05,2018,4,3,5
DA824,2018-04-03,2018,4,1,3,2018-04-03,2018,4,1,3
DA825,2018-03-16,2018,3,4,16,2018-04-06,2018,4,4,6
DA826,2018-04-16,2018,4,0,16,2018-04-16,2018,4,0,16
DA827,2018-04-13,2018,4,4,13,2018-04-16,2018,4,0,16
DA828,2018-03-27,2018,3,1,27,2018-04-17,2018,4,1,17
DA829,2018-03-09,2018,3,4,9,2018-04-06,2018,4,4,6
DA830,2018-04-19,2018,4,3,19,2018-04-19,2018,4,3,19
DA831,2018-04-02,2018,4,0,2,2018-04-19,2018,4,3,19
DA832,2018-03-30,2018,3,4,30,2018-04-30,2018,4,0,30
DA833,2018-04-16,2018,4,0,16,2018-04-22,2018,4,6,22
DA834,2018-04-15,2018,4,6,15,2018-04-18,2018,4,2,18
DA835,2018-03-22,2018,3,3,22,2018-04-22,2018,4,6,22
DA836,2018-03-31,2018,3,5,31,2018-05-01,2018,5,1,1
DA837,2018-03-28,2018,3,2,28,2018-04-28,2018,4,5,28
DA838,2018-05-01,2018,5,1,1,2018-05-05,2018,5,5,5
DA839,2018-05-03,2018,5,3,3,2018-05-03,2018,5,3,3
DA840,2018-04-17,2018,4,1,17,2018-05-08,2018,5,1,8
DA841,2018-05-04,2018,5,4,4,2018-05-07,2018,5,0,7
DA842,2018-04-16,2018,4,0,16,2018-05-06,2018,5,6,6
DA843,2018-05-05,2018,5,5,5,2018-05-05,2018,5,5,5
DA844,2018-04-21,2018,4,5,21,2018-05-02,2018,5,2,2
DA845,2018-05-08,2018,5,1,8,2018-05-08,2018,5,1,8
DA846,2018-05-03,2018,5,3,3,2018-05-10,2018,5,3,10
DA847,2018-05-04,2018,5,4,4,2018-05-04,2018,5,4,4
DA848,2018-03-30,2018,3,4,30,2018-05-10,2018,5,3,10
DA849,2018-05-02,2018,5,2,2,2018-05-03,2018,5,3,3
DA850,2018-05-01,2018,5,1,1,2018-05-11,2018,5,4,11
DA851,2018-05-17,2018,5,3,17,2018-05-17,2018,5,3,17
DA852,2018-04-18,2018,4,2,18,2018-05-18,2018,5,4,18
DA853,2018-03-15,2018,3,3,15,2018-05-15,2018,5,1,15
DA854,2018-05-14,2018,5,0,14,2018-05-14,2018,5,0,14
DA855,2018-05-19,2018,5,5,19,2018-05-19,2018,5,5,19
DA856,2018-03-20,2018,3,1,20,2018-05-21,2018,5,0,21
DA857,2018-04-18,2018,4,2,18,2018-05-16,2018,5,2,16
DA858,2018-05-21,2018,5,0,21,2018-05-21,2018,5,0,21
DA859,2018-05-23,2018,5,2,23,2018-05-23,2018,5,2,23
DA860,2018-05-26,2018,5,5,26,2018-05-26,2018,5,5,26
DA861,2018-05-27,2018,5,6,27,2018-05-27,2018,5,6,27
DA862,2018-05-24,2018,5,3,24,2018-05-25,2018,5,4,25
DA863,2018-05-27,2018,5,6,27,2018-05-28,2018,5,0,28
DA864,2018-05-28,2018,5,0,28,2018-05-28,2018,5,0,28
DA865,2018-05-30,2018,5,2,30,2018-05-31,2018,5,3,31
DA866,2018-04-12,2018,4,3,12,2018-06-01,2018,6,4,1
DA867,2018-03-28,2018,3,2,28,2018-05-31,2018,5,3,31
DA868,2018-05-28,2018,5,0,28,2018-05-29,2018,5,1,29
DA869,2018-05-15,2018,5,1,15,2018-05-24,2018,5,3,24
DA870,2018-05-31,2018,5,3,31,2018-06-01,2018,6,4,1
DA871,2018-05-23,2018,5,2,23,2018-06-06,2018,6,2,6
DA872,2018-06-03,2018,6,6,3,2018-06-06,2018,6,2,6
DA873,2018-05-15,2018,5,1,15,2018-06-05,2018,6,1,5
DA874,2018-06-15,2018,6,4,15,2018-06-16,2018,6,5,16
DA875,2018-05-01,2018,5,1,1,2018-06-07,2018,6,3,7
DA876,2018-06-09,2018,6,5,9,2018-06-12,2018,6,1,12
DA877,2018-06-15,2018,6,4,15,2018-06-19,2018,6,1,19
DA878,2018-06-22,2018,6,4,22,2018-06-23,2018,6,5,23
DA879,2018-06-18,2018,6,0,18,2018-06-25,2018,6,0,25
DA880,2018-05-01,2018,5,1,1,2018-06-24,2018,6,6,24
DA881,2018-06-11,2018,6,0,11,2018-06-25,2018,6,0,25
DA882,2018-06-06,2018,6,2,6,2018-06-06,2018,6,2,6
DA883,2018-06-02,2018,6,5,2,2018-06-03,2018,6,6,3
DA884,2018-06-04,2018,6,0,4,2018-06-26,2018,6,1,26
DA885,2018-06-08,2018,6,4,8,2018-06-29,2018,6,4,29
DA886,2018-06-11,2018,6,0,11,2018-06-29,2018,6,4,29
DA887,2018-04-26,2018,4,3,26,2018-06-30,2018,6,5,30
DA888,2018-06-26,2018,6,1,26,2018-07-02,2018,7,0,2
DA889,2018-05-15,2018,5,1,15,2018-07-01,2018,7,6,1
DA890,2018-06-25,2018,6,0,25,2018-06-29,2018,6,4,29
DA891,2018-06-03,2018,6,6,3,2018-07-04,2018,7,2,4
DA892,2018-07-04,2018,7,2,4,2018-07-04,2018,7,2,4
DA893,2018-05-31,2018,5,3,31,2018-07-13,2018,7,4,13
DA894,2018-07-07,2018,7,5,7,2018-07-09,2018,7,0,9
DA895,2018-05-20,2018,5,6,20,2018-07-09,2018,7,0,9
DA896,2018-06-26,2018,6,1,26,2018-07-26,2018,7,3,26
DA897,2018-07-17,2018,7,1,17,2018-07-17,2018,7,1,17
DA898,2018-06-14,2018,6,3,14,2018-07-19,2018,7,3,19
DA899,2018-07-15,2018,7,6,15,2018-07-15,2018,7,6,15
DA900,2018-06-30,2018,6,5,30,2018-07-07,2018,7,5,7
DA901,2018-07-31,2018,7,1,31,2018-08-10,2018,8,4,10
DA902,2018-08-08,2018,8,2,8,2018-08-11,2018,8,5,11
DA903,2018-06-14,2018,6,3,14,2018-07-31,2018,7,1,31
DA904,2018-06-02,2018,6,5,2,2018-08-01,2018,8,2,1
DA905,2018-07-24,2018,7,1,24,2018-07-30,2018,7,0,30
DA906,2018-08-03,2018,8,4,3,2018-08-06,2018,8,0,6
DA907,2018-06-01,2018,6,4,1,2018-07-31,2018,7,1,31
DA908,2018-08-13,2018,8,0,13,2018-08-16,2018,8,3,16
DA909,2018-08-11,2018,8,5,11,2018-08-30,2018,8,3,30
DA910,2018-02-28,2018,2,2,28,2018-08-30,2018,8,3,30
DA911,2018-05-21,2018,5,0,21,2018-08-31,2018,8,4,31
DA912,2018-09-03,2018,9,0,3,2018-09-14,2018,9,4,14
DA913,2018-09-09,2018,9,6,9,2018-09-14,2018,9,4,14
DA914,2018-09-16,2018,9,6,16,2018-09-21,2018,9,4,21
DA915,2018-09-17,2018,9,0,17,2018-09-22,2018,9,5,22
DA916,2018-06-30,2018,6,5,30,2018-09-25,2018,9,1,25
DA917,2018-09-19,2018,9,2,19,2018-10-02,2018,10,1,2
